충무119안전센터,contact:phone,051-760-6131
항만소방서,contact:phone,051-760-4980
영선119안전센터,contact:phone,051-760-6921
청학119안전센터,contact:phone,051-760-6941
부산진소방서,contact:phone,051-760-4280
가야119안전센터,contact:phone,051-760-6241
서동119안전센터,contact:phone,051-760-6723
수안119안전센터,contact:phone,051-553-0119
사직119안전센터,contact:phone,051-506-0119
온천119안전센터,contact:phone,051-760-6331
용당119안전센터,contact:phone,051-760-6851
만덕119안전센터,contact:phone,051-760-6442
금곡119안전센터,contact:phone,051-760-6492
해운대소방서,contact:phone,051-760-4654
센텀119안전센터,contact:phone,051-760-6652
반송119안전센터,contact:phone,051-760-6742
사하소방서,contact:phone,051-760-4500
괴정119안전센터,contact:phone,051-760-6522
하단119안전센터,contact:phone,051-760-6532
금정소방서,contact:phone,051-760-4713
산성산악119안전센터,contact:phone,051-760-6750
강서소방서,contact:phone,051-760-5080
지사119안전센터,contact:phone,051-760-6052
강동119안전센터,contact:phone,051-760-6043
동래소방서,contact:phone,051-760-4380
연산119안전센터,contact:phone,051-760-6311
남부소방서,contact:phone,051-760-4833
망미119안전센터,contact:phone,051-761-1119
부산북부소방서,contact:phone,051-302-0119
주례119안전센터,contact:phone,051-760-6461
감전119안전센터,contact:phone,051-328-0119
기장소방서,contact:phone,051-760-5100
119수상구조대,contact:phone,051-760-5776
기장119구조대,contact:phone,051-727-7119
부산중부소방서,koad:roadNameCode,2611051000
창선119안전센터,koad:roadNameCode,2611056000
충무119안전센터,koad:roadNameCode,2614065000
항만소방서,koad:roadNameCode,2620065000
영선119안전센터,koad:roadNameCode,2620054000
청학119안전센터,koad:roadNameCode,2620064000
부산진소방서,koad:roadNameCode,2623061000
가야119안전센터,koad:roadNameCode,2623071000
서동119안전센터,koad:roadNameCode,2626076200
수안119안전센터,koad:roadNameCode,2626051000
사직119안전센터,koad:roadNameCode,2626059000
온천119안전센터,koad:roadNameCode,2626055000
용당119안전센터,koad:roadNameCode,2629061000
만덕119안전센터,koad:roadNameCode,2632057200
금곡119안전센터,koad:roadNameCode,2632053000
해운대소방서,koad:roadNameCode,2635052500
센텀119안전센터,koad:roadNameCode,2635059000
반송119안전센터,koad:roadNameCode,2635062000
사하소방서,koad:roadNameCode,2638057100
괴정119안전센터,koad:roadNameCode,2638053000
하단119안전센터,koad:roadNameCode,2641063500
금정소방서,koad:roadNameCode,2641068000
산성산악119안전센터,koad:roadNameCode,2641070000
강서소방서,koad:roadNameCode,2644053500
지사119안전센터,koad:roadNameCode,2644053000
강동119안전센터,koad:roadNameCode,2644053000
동래소방서,koad:roadNameCode,2647073000
연산119안전센터,koad:roadNameCode,2647069000
남부소방서,koad:roadNameCode,2650077000
망미119안전센터,koad:roadNameCode,2650075000
부산북부소방서,koad:roadNameCode,2653064500
주례119안전센터,koad:roadNameCode,2653064500
감전119안전센터,koad:roadNameCode,2653064500
기장소방서,koad:roadNameCode,2671031000
119수상구조대,koad:roadNameCode,2671025000
기장119구조대,koad:roadNameCode,2671025300
부산중부소방서,longitude,129.036519
창선119안전센터,longitude,129.027344
충무119안전센터,longitude,129.0247828
항만소방서,longitude,129.0594969
영선119안전센터,longitude,129.0429051
청학119안전센터,longitude,129.0679105
부산진소방서,longitude,129.0757263
가야119안전센터,longitude,129.0554763
서동119안전센터,longitude,129.1097636
수안119안전센터,longitude,129.0935996
사직119안전센터,longitude,129.0645307
온천119안전센터,longitude,129.0770395
용당119안전센터,longitude,129.1104084
만덕119안전센터,longitude,129.0391398
금곡119안전센터,longitude,129.0051556
해운대소방서,longitude,129.143307
센텀119안전센터,longitude,129.1742076
반송119안전센터,longitude,129.1622298
사하소방서,longitude,128.9605228
괴정119안전센터,longitude,129.0046513
하단119안전센터,longitude,128.9747902
금정소방서,longitude,129.1133472
산성산악119안전센터,longitude,129.0944469
강서소방서,longitude,128.9768404
지사119안전센터,longitude,128.8321616
강동119안전센터,longitude,128.833205
동래소방서,longitude,129.0760783
연산119안전센터,longitude,129.102287
남부소방서,longitude,129.1160482
망미119안전센터,longitude,129.1152145
부산북부소방서,longitude,128.9776416
주례119안전센터,longitude,128.9722029
감전119안전센터,longitude,129.0041431
기장소방서,longitude,129.2162002
119수상구조대,longitude,129.2322636
기장119구조대,longitude,129.1497617
부산중부소방서,latitude,35.10708965
창선119안전센터,latitude,35.10284854
충무119안전센터,latitude,35.08711022
항만소방서,latitude,35.09075908
영선119안전센터,latitude,35.08770498
청학119안전센터,latitude,35.09121744
부산진소방서,latitude,35.17287335
가야119안전센터,latitude,35.14711068
서동119안전센터,latitude,35.19696077
수안119안전센터,latitude,35.19639164
사직119안전센터,latitude,35.20079914
온천119안전센터,latitude,35.21888483
용당119안전센터,latitude,35.11320766
만덕119안전센터,latitude,35.20554918
금곡119안전센터,latitude,35.21557884
해운대소방서,latitude,35.15973324
센텀119안전센터,latitude,35.1708852
반송119안전센터,latitude,35.21939533
사하소방서,latitude,35.11458863
괴정119안전센터,latitude,35.08803231
하단119안전센터,latitude,35.10450196
금정소방서,latitude,35.29827301
산성산악119안전센터,latitude,35.24157178
강서소방서,latitude,35.21546593
지사119안전센터,latitude,35.15116878
강동119안전센터,latitude,35.14859978
동래소방서,latitude,35.18448619
연산119안전센터,latitude,35.18752624
남부소방서,latitude,35.17050655
망미119안전센터,latitude,35.15431707
부산북부소방서,latitude,35.17701063
주례119안전센터,latitude,35.12869231
감전119안전센터,latitude,35.15388732
기장소방서,latitude,35.23855791
119수상구조대,latitude,35.26420615
기장119구조대,latitude,35.2752118
